name,address,phone1,phone2,categories,lat,lon
"Golight","129 4th Street South, Stone Mountain, GA 30083",626-555-1234,,"thrift stores",33.8054815,-84.16772259999999
"Good Scents Company","50 Oak Lane, Shelbyville, TN 37160",,818-555-4321,"social security",35.46589470000001,-86.41187809999997
"Goosecross Cellars","88 Pennsylvania Avenue, Austin, MN 55912",626-555-1234,,"shelters",37.2253069,-121.98887839999998
"Gotham City Online","232 Henry Street, Gurnee, IL 60031",,818-555-4321,"employment",42.38185319999999,-87.93402470000001
"Gourmet Cottage","687 Brook Lane, Grandville, MI 49418",626-555-1234,,"thrift stores",42.8684816,-85.75110230000001
"Gourmet Gardener","156 Cedar Court, Coatesville, PA 19320",,818-555-4321,"thrift stores",40.03033800000001,-75.81837100000001
"Graham Carriage Works","722 Wall Street, Corona, NY 11368",626-555-1234,,"housing help",40.6811997,-74.0111417
"Granny's Place","823 Devon Court, Pearl, MS 39208",,818-555-4321,"housing help",32.2843294,-90.21902030000001
"Great Skate Hockey Supply Company","949 Wall Street, Cordova, TN 38016",626-555-1234,,"shelters",35.1768911,-89.8653531
"Green Turtle Bay Vitamin Co.","964 Riverside Drive, Skokie, IL 60076",,818-555-4321,"thrift stores",42.0941401,-87.77162930000003
"Greenbush Natural Products","433 Tanglewood Drive, Fresno, CA 93706",626-555-1234,,"medicare",36.67839379999999,-119.92779469999999
"Greentrees Hydroponics","428 Route 32, Lincoln Park, MI 48146",,818-555-4321,"food stamps",42.2401741,-83.1756188
"Greg Chappell Cricket Centre","891 Valley View Drive, Bel Air, MD 21014",626-555-1234,,"shelters",39.4981743,-76.3379395
"grillparts.com","82 3rd Street, Coraopolis, PA 15108",,818-555-4321,"housing help",40.5198767,-80.16571119999998
"Grocerease","566 Lilac Lane, Holyoke, MA 01040",626-555-1234,,"housing help",42.2042586,-72.61620089999997
"GTG Hydroponics","842 Railroad Street, Baldwin, NY 11510",,818-555-4321,"funeral services",40.8366376,-72.99246970000002
"Guitar Trader","29 Broad Street, La Vergne, TN 37086",626-555-1234,,"medicare",36.0156178,-86.58193940000001
"W. Atlee Burpee & Co.","922 Dogwood Drive, Omaha, NE 68107",,818-555-4321,"housing help",36.3708856,-93.23329079999996
"W.A. Bean & Sons Inc.","8 Pheasant Run, Soddy Daisy, TN 37379",626-555-1234,,"medicare",35.1615504,-85.21111389999999
"Waits Bicycle and Fitness","611 Oxford Road, Sacramento, CA 95820",,818-555-4321,"food stamps",38.6050023,-121.45599620000002
"Walkabout Footwear","292 Route 5, Carpentersville, IL 60110",626-555-1234,,"employment",42.0961568,-88.28258119999998
"Walkin' Willie's Comix","608 Mulberry Court, Hattiesburg, MS 39401",,818-555-4321,"financial aid",31.1456361,-89.4191189
"Wal-Mart Stores","500 Lincoln Avenue, Mansfield, MA 02048",626-555-1234,,"funeral services",42.0168804,-71.20798059999998
"WatchZone","613 8th Street West, Flint, MI 48504",,818-555-4321,"employment",43.0129368,-83.67769570000002
"Wealthwood Enterprises","542 Valley View Drive, Brighton, MA 02135",626-555-1234,,"social security",42.3463503,-71.1626756
"Weber Sports","607 Summit Avenue, York, PA 17402",,818-555-4321,"social security",39.938618,-76.7285501
"WebUndies.com","105 Route 202, Gastonia, NC 28052",626-555-1234,,"housing help",35.21566809999999,-81.24086890000001
"Weezywear","960 Bay Street, Depew, NY 14043",,818-555-4321,"medicare",42.926988,-78.72881999999998
"West Marine","575 Forest Avenue, Lemont, IL 60439",626-555-1234,,"thrift stores",41.6621657,-87.99209580000002
"Whittard of Chelsea","603 Grant Street, New Bern, NC 28560",,818-555-4321,"social security",35.0582465,-77.03888699999999
"Whole Latte Love","615 Lakeview Drive, Ottawa, IL 61350",626-555-1234,,"thrift stores",42.7987851,-86.00527549999998
"Wild Ties","684 Willow Street, Annapolis, MD 21401",,818-555-4321,"shelters",38.984823,-76.53431230000001
"WildStorm Direct","968 John Street, Hartford, CT 06106",626-555-1234,,"housing help",41.760026,-72.67613719999997
"Window Wares","488 Bridle Lane, Peabody, MA 01960",,818-555-4321,"financial aid",42.5418334,-71.06074719999998
"Wine Enthusiast","100 6th Avenue, Peoria, IL 61604",626-555-1234,,"medicare",40.6943692,-89.59584710000001
"Wine.com","738 Laurel Lane, Thibodaux, LA 70301",,818-555-4321,"employment",29.8260416,-90.7582041
"Wingate's Quality Watches","906 Oxford Court, Southgate, MI 48195",626-555-1234,,"funeral services",42.2178785,-83.20560510000001
"Winning Sports","288 Bridle Court, Brockton, MA 02301",,818-555-4321,"thrift stores",52.7849991,-2.0773102000000563
"Wolky Shop","810 Hillside Drive, Lakewood, NJ 08701",626-555-1234,,"housing help",40.0896857,-74.25394360000001
"Woll2Woll Software","458 Mulberry Street, Glen Cove, NY 11542",,818-555-4321,"thrift stores",39.2380554,-84.27656760000002
"Wonderful World of Animation Art Gallery","248 Harrison Avenue, Brentwood, NY 11717",626-555-1234,,"thrift stores",40.802212,-73.25407899999999
"Wooden Nickel Buffalo Farm","481 Berkshire Drive, Clarkston, MI 48348",,818-555-4321,"social security",42.7712149,-83.4003037
"Woodruff","195 Main Street West, Londonderry, NH 03053",626-555-1234,,"housing help",42.8788246,-71.30113440000002
"World Famous Comics","888 Forest Street, Poughkeepsie, NY 12601",,818-555-4321,"housing help",41.7240229,-73.9141439
"World Of Wigs","371 5th Street, Independence, KY 41051",626-555-1234,,"social security",38.7689203,-84.01302069999997
"World Traveler","357 Wall Street, Canandaigua, NY 14424",,818-555-4321,"food stamps",42.887535,-77.28169839999998
"World Wide Martial Arts Supplies","86 Sycamore Street, North Haven, CT 06473",626-555-1234,,"shelters",41.4135016,-72.86844380000002
"World Wide Wheelchairs and Used Medical Equipment","1 Devon Road, Casselberry, FL 32707",,818-555-4321,"employment",28.6984452,-81.30864079999998
"Worldwide Bowling Supply","356 3rd Street, Yonkers, NY 10701",626-555-1234,,"funeral services",40.9097059,-73.82289359999999
"WorldWide Carpets","631 5th Street North, New Port Richey, FL 34653",,818-555-4321,"funeral services",28.2302803,-82.71094099999999
"Worldwide Exotics","515 Ridge Road, Cedar Rapids, IA 52402",626-555-1234,,"employment",41.9648703,-91.76287400000001
"Woven Stitch Crochet","106 Cherry Lane, Nanuet, NY 10954",,818-555-4321,"employment",41.0916447,-73.97547750000001
"Wraprascal","744 Franklin Avenue, Ottawa, IL 61350",626-555-1234,,"financial aid",41.32833300000001,-88.8321398
"Wstore","251 Buckingham Drive, Holbrook, NY 11741",,818-555-4321,"funeral services",40.804453,-73.06735800000001
"Tabletools.com","736 Buckingham Drive, Battle Creek, MI 49015",626-555-1234,,"food stamps",42.3656542,-85.1685071
"TanShop.com","908 Monroe Street, New Hyde Park, NY 11040",,818-555-4321,"shelters",40.710245,-73.67247800000001
"Target","74 Belmont Avenue, Racine, WI 53402",626-555-1234,,"funeral services",42.7259335,-87.8137537
"Taylor Shellfish","335 B Street, Port Richey, FL 34668",,818-555-4321,"shelters",28.3204273,-82.70142850000002
"Technology Associates","991 Heather Lane, Paterson, NJ 07501",626-555-1234,,"housing help",40.9570197,-74.13194670000001
"Tecra Tools","45 Beechwood Drive, Lynchburg, VA 24502",,818-555-4321,"shelters",37.3409083,-79.23810029999999
"Tel-a-Runner","734 Spruce Avenue, Biloxi, MS 39532",626-555-1234,,"food stamps",30.3960318,-88.88530779999996
"Telegraph Avenue","610 Bank Street, Point Pleasant Beach, NJ 08742",,818-555-4321,"social security",40.0912268,-74.04791460000001
"Telemarkski.com","884 Prospect Street, Lapeer, MI 48446",626-555-1234,,"social security",43.3305212,-83.08045880000003
"Tennis Company","409 Hillside Avenue, Vista, CA 92083",,818-555-4321,"employment",33.2097724,-117.23818990000001
"Tennis Machines Inc.","998 Woodland Road, Rockledge, FL 32955",626-555-1234,,"funeral services",28.3349248,-80.75505020000003
"Tennis Menace","291 Locust Street, Neptune, NJ 07753",,818-555-4321,"shelters",40.2069938,-74.06639619999999
"Tennis Warehouse","504 Dogwood Drive, Newburgh, NY 12550",626-555-1234,,"medicare",41.5308229,-74.01936260000002
"Teva","335 Sherman Street, Peoria, IL 61604",,818-555-4321,"food stamps",40.69139759999999,-89.6276972
"The Clothes Store","284 Oak Lane, Seymour, IN 47274",626-555-1234,,"funeral services",38.9526601,-85.88289950000001
"The Nature Store","97 Route 2, Indianapolis, IN 46201",,818-555-4321,"housing help",39.6662403,-86.1242446
"TheFurniture.com","484 Inverness Drive, Bay City, MI 48706",626-555-1234,,"social security",43.5307328,-83.94654789999998
"thetubestore.com","399 Grove Avenue, Fairfield, CT 06824",,818-555-4321,"financial aid",41.1771629,-73.20647389999999
"Things From Another World","665 Madison Court, Mebane, NC 27302",626-555-1234,,"housing help",36.095493,-79.27625799999998
"Three-Two Music Publishing","559 John Street, Middletown, CT 06457",,818-555-4321,"food stamps",41.5674076,-72.65291860000002
"Tie Guys Online","153 Belmont Avenue, Cambridge, MA 02138",626-555-1234,,"food stamps",42.395985,-71.1325147
"Tilley Endurables","135 Hillside Drive, Media, PA 19063",,818-555-4321,"food stamps",39.9167783,-75.38769300000001
"Time & Time Again","386 Columbia Street, Chaska, MN 55318",626-555-1234,,"food stamps",44.8455087,-93.59177599999998
"TNT Amusements Inc.","91 Grant Avenue, Auburndale, FL 33823",,818-555-4321,"employment",28.0672945,-81.79781930000001
"Todd & Holland Tea Merchants","745 Route 202, New Rochelle, NY 10801",626-555-1234,,"thrift stores",40.9196897,-73.78896889999999
"Todofut","685 Lexington Court, Poughkeepsie, NY 12601",,818-555-4321,"food stamps",41.6972946,-73.91343940000002
"Tokyo Kid","479 Arch Street, Green Bay, WI 54302",626-555-1234,,"financial aid",44.5640332,-88.08634289999998
"Tool Logic","354 Fawn Lane, Hillsboro, OR 97124",,818-555-4321,"funeral services",45.5153004,-123.06190379999998
"Topaz Medical","19 Poplar Street, Aiken, SC 29803",626-555-1234,,"thrift stores",33.5313422,-81.71418219999998
"TopDrawers","538 Smith Street, Fresno, CA 93706",,818-555-4321,"housing help",36.7298993,-119.50172620000001
"Tor","743 Hamilton Road, Austin, MN 55912",626-555-1234,,"food stamps",30.4027264,-97.7470854
"Tote Le Monde","466 6th Street West, Lawrence, MA 01841",,818-555-4321,"food stamps",42.7139972,-71.16564619999997
"Touch of Class Catalog","993 14th Street, Omaha, NE 68107",626-555-1234,,"funeral services",41.2505763,-95.93462950000003
"Tower Records","121 Union Street, Paducah, KY 42001",,818-555-4321,"financial aid",36.9705199,-88.82887740000001
"Train & Trooper","563 Brook Lane, Burnsville, MN 55337",626-555-1234,,"funeral services",44.7758378,-93.26842149999999
"Train Track","533 Colonial Avenue, Hopkins, MN 55343",,818-555-4321,"shelters",44.975784,-93.36904900000002
"Travelers World","427 Mulberry Street, Highland Park, IL 60035",626-555-1234,,"housing help",42.180522,-87.79604699999999
"Treadmill By Net","241 West Street, San Lorenzo, CA 94580",,818-555-4321,"housing help",37.65959700000001,-122.08573990000002
"Trillenium Music Company","321 Country Lane, Randolph, MA 02368",626-555-1234,,"funeral services",42.1641906,-71.06465750000001
"Triplette Competition Arms","354 Bridle Court, Auburn, NY 13021",,818-555-4321,"thrift stores",42.9317335,-76.56605289999999
"Tropical Fish Store.com","547 Hawthorne Avenue, Chicopee, MA 01020",626-555-1234,,"thrift stores",42.167227,-72.589854
"Tube World","878 Sherman Street, Westfield, MA 01085",,818-555-4321,"housing help",42.127913,-72.755222
"Tumbl Trak","22 Walnut Street, Stockbridge, GA 30281",626-555-1234,,"funeral services",33.4792757,-84.2387928
"Twilite Sewn","557 New Street, Westerville, OH 43081",,818-555-4321,"housing help",40.0990252,-82.94489820000001
"Two Bit Score","364 3rd Street East, Glastonbury, CT 06033",626-555-1234,,"housing help",41.694266,-72.53369880000002
"Two Guys Fossils","464 13th Street, Snohomish, WA 98290",,818-555-4321,"food stamps",47.9276971,-122.08532200000002
"Tyber Katz","923 Cedar Lane, King Of Prussia, PA 19406",626-555-1234,,"housing help",40.115112,-75.3241544
"L.L. Bean","836 Oxford Court, Linden, NJ 07036",,818-555-4321,"medicare",40.6422193,-74.32816730000002
"La Nova Wings","626 Eagle Street, West Hempstead, NY 11552",626-555-1234,,"shelters",40.685501,-73.64693299999999
"La Toys Etcetera","535 Willow Lane, Bettendorf, IA 52722",,818-555-4321,"employment",41.5527786,-90.49269979999997
"LabelGear","411 Arch Street, Canton, GA 30114",626-555-1234,,"thrift stores",34.2887925,-84.43587709999997
"Lacis","915 Bay Street, Zion, IL 60099",,818-555-4321,"social security",42.4657542,-87.88168589999998
"Laguna Seca Raceway","892 6th Street West, Owensboro, KY 42301",626-555-1234,,"thrift stores",37.7710257,-87.10166370000002
"Lamb Rugs","278 Cedar Avenue, Avon Lake, OH 44012",,818-555-4321,"food stamps",41.4974684,-82.0782959
"Lands' End","256 12th Street East, Montgomery Village, MD 20886",626-555-1234,,"housing help",39.1447534,-77.2283683
"Lappert's Ice Cream","243 6th Street West, Carlisle, PA 17013",,818-555-4321,"housing help",40.2118872,-77.19133769999996
"Laptop-Battery.Com","314 Warren Street, Norwood, MA 02062",626-555-1234,,"food stamps",42.1998566,-71.19679769999999
"Lark In The Morning","626 Highland Drive, Wayne, NJ 07470",,818-555-4321,"housing help",40.938047,-74.24461099999996
"Lasater Grasslands Beef","667 Court Street, Schenectady, NY 12302",626-555-1234,,"shelters",42.7462329,-73.86027890000003
"Laser Gifts","111 5th Street West, Sarasota, FL 34231",,818-555-4321,"financial aid",27.2971066,-82.5257813
"LaserPros International","76 River Road, Memphis, TN 38106",626-555-1234,,"financial aid",35.1804375,-90.05379649999998
"Lee Frank","361 East Avenue, Point Pleasant Beach, NJ 08742",626-555-1234,,"shelters",40.0715788,-74.04243959999997
"Leisure Living Stores","874 Durham Road, Bridgeton, NJ 08302",,818-555-4321,"employment",39.3499019,-75.29663619999997
"Lens Direct","161 Pennsylvania Avenue, Martinsville, VA 24112",626-555-1234,,"shelters",36.6180517,-80.00928010000001
"Leon Paul Equipment Co. Ltd.","937 Franklin Street, Alliance, OH 44601",,818-555-4321,"funeral services",40.9268287,-81.0933809
"Leotard Lady","610 Ann Street, Indianapolis, IN 46201",626-555-1234,,"thrift stores",39.671158,-86.2707954
"LeSportsac","792 Valley View Drive, Potomac, MD 20854",,818-555-4321,"food stamps",38.7234185,-77.05705890000002
"Letterbox","381 Park Drive, Champaign, IL 61821",626-555-1234,,"funeral services",40.1173295,-88.23383230000002
"Liberty Natural Products","309 Forest Drive, Thibodaux, LA 70301",,818-555-4321,"shelters",29.7783978,-90.82374570000002
"Lids","850 Cottage Street, Hartselle, AL 35640",626-555-1234,,"employment",34.4323174,-86.94222880000001
"Lids Create Your Own","88 Myrtle Avenue, Spring Hill, FL 34608",,818-555-4321,"social security",28.4837644,-82.65700079999999
"Life Essentials","474 Grand Avenue, Bardstown, KY 40004",626-555-1234,,"shelters",37.8092279,-85.4669025
"Lifeguard Purification Systems","773 8th Avenue, Paterson, NJ 07501",,818-555-4321,"food stamps",40.9359937,-74.16816419999998
"Lighting by Gregory","173 Woodland Drive, Ft Mitchell, KY 41017",626-555-1234,,"funeral services",39.014826,-84.50052399999998
"Lilysteele","901 Woodland Drive, Temple Hills, MD 20748",,818-555-4321,"funeral services",38.8113474,-77.00123530000002
"Linen House","144 Ashley Court, Malvern, PA 19355",626-555-1234,,"social security",40.0362184,-75.51381179999998
"Linray Enterprises Inc.","460 3rd Street West, Everett, MA 02149",,818-555-4321,"housing help",42.4009337,-71.0481863
"Lito","686 Arch Street, Fall River, MA 02720",626-555-1234,,"thrift stores",41.718516,-71.16865669999999
"LitterMaid","860 5th Street South, Hempstead, NY 11550",,818-555-4321,"shelters",40.7121669,-73.66565049999997
"Live And Learn","48 Highland Drive, Livingston, NJ 07039",626-555-1234,,"shelters",40.7924395,-74.32801
"Live Aquaria","573 Beechwood Drive, Cuyahoga Falls, OH 44221",,818-555-4321,"housing help",41.1363034,-81.46090249999997
"Lobster Net","386 Route 30, Hinesville, GA 31313",626-555-1234,,"food stamps",31.846877,-81.59594529999998
"Lone Star PC Sound","365 Park Place, Gulfport, MS 39503",,818-555-4321,"employment",30.35933279999999,-89.1452352
"Longbottom Coffee and Tea Inc.","474 Cypress Court, Irwin, PA 15642",626-555-1234,,"housing help",40.3245069,-79.69108389999997
"Look-it Activewear","325 Berkshire Drive, Lincoln, NE 68506",,818-555-4321,"shelters",40.825985,-96.63579300000004
"Louisville Slugger","520 Harrison Street, Union, NJ 07083",626-555-1234,,"shelters",40.63865500000001,-74.25012300000003
"Loveland Groves","736 Windsor Drive, Westfield, MA 01085",,818-555-4321,"funeral services",42.1250929,-72.74953800000003
"L-Soft international","707 Broad Street West, Ottumwa, IA 52501",626-555-1234,,"social security",41.01602930000001,-92.40830219999998
"Lucky Brand Jeans","295 9th Street, New Bern, NC 28560",,818-555-4321,"medicare",35.1036463,-77.07229689999997
"Luggage Online","55 Sycamore Street, East Stroudsburg, PA 18301",626-555-1234,,"shelters",41.017949,-75.27311199999997
"Luggage Point","346 Fairview Avenue, Moses Lake, WA 98837",,818-555-4321,"employment",47.1479301,-119.308088
"Lunar Embassy","265 Depot Street, Sevierville, TN 37876",626-555-1234,,"medicare",35.9709346,-83.92052369999999
"Lynx Marketing Corporation","384 Heather Lane, Derby, KS 67037",,818-555-4321,"shelters",37.6169824,-97.23804139999999
"Ham I Am","262 Circle Drive, Ocoee, FL 34761",626-555-1234,,"medicare",28.5673562,-81.56781339999998
"Hanes.com","340 Pleasant Street, Saint Petersburg, FL 33702",,818-555-4321,"employment",27.835107,-82.63306699999998
"Hanks Rootbeer Company","879 Rose Street, Beltsville, MD 20705",626-555-1234,,"thrift stores",39.0348317,-76.90747390000001
"Happy Feet Plus","743 Cemetery Road, Mason, OH 45040",,818-555-4321,"food stamps",39.0051099,-82.05723720000003
"Hard To Find Records","158 5th Street East, Charlotte, NC 28205",626-555-1234,,"financial aid",35.2274265,-80.84130429999999
"Harlan Labs","650 Willow Lane, Bay City, MI 48706",,818-555-4321,"shelters",43.60373389999999,-83.9404419
"Harmening Haus Antiques & Collectibles","132 Oak Lane, Bayside, NY 11361",626-555-1234,,"thrift stores",40.774192,-73.74548879999998
"Harness Designs","181 Somerset Drive, Schenectady, NY 12302",,818-555-4321,"food stamps",42.8507712,-73.96761850000001
"Harper House","510 Elm Street, Ames, IA 50010",626-555-1234,,"medicare",42.0243253,-93.62209840000003
"Harvard Industries","400 Park Street, East Brunswick, NJ 08816",,818-555-4321,"housing help",40.4949646,-74.47496969999997
"Harvest Moon","974 Carriage Drive, Schenectady, NY 12302",626-555-1234,,"thrift stores",42.8649909,-73.959494
"Harvey Racing Engines","430 Brown Street, Garland, TX 75043",,818-555-4321,"social security",33.0172322,-96.53419009999999
"Haseltine Systems Corporation","433 Fairview Road, Jacksonville, NC 28540",626-555-1234,,"medicare",34.8971844,-77.54615369999999
"Hat Shack","333 Linden Street, Morristown, NJ 07960",,818-555-4321,"shelters",40.804266,-74.47606300000001
"Hatcrafters","949 Meadow Street, Lakeville, MN 55044",626-555-1234,,"thrift stores",44.5609107,-93.31393309999999
"Hatter's Shop","401 5th Avenue, Lombard, IL 60148",,818-555-4321,"shelters",41.9365844,-88.01042919999998
"Hawaiian Music Island","505 Main Street East, Caldwell, NJ 07006",626-555-1234,,"financial aid",40.881395,-74.25291900000002
"Headcovers Unlimited","598 Route 10, Oxon Hill, MD 20745",,818-555-4321,"thrift stores",38.8400951,-76.99205860000001
"Health4her","152 Glenwood Drive, Redford, MI 48239",626-555-1234,,"financial aid",42.3944486,-83.29737319999998
"Healthy Legs","617 Park Place, Munster, IN 46321",,818-555-4321,"medicare",41.5576658,-87.5012744
"Hedi's Shoes","299 Canterbury Road, Carlisle, PA 17013",626-555-1234,,"housing help",40.2010241,-77.20027449999998
"Hemlock Vintage Clothing","189 Cherry Street, Suitland, MD 20746",,818-555-4321,"employment",38.8518484,-76.84998619999999
"Herb Spirit","844 Sunset Drive, Staunton, VA 24401",626-555-1234,,"food stamps",38.12215,-79.06044639999999
"Hermosa Design Center","411 Magnolia Court, Pelham, AL 35124",,818-555-4321,"food stamps",33.3471908,-86.84294979999999
"Hickey's Music Center","699 Eagle Street, Owensboro, KY 42301",626-555-1234,,"housing help",37.7766013,-87.15349320000001
"Hip Hop Closet","272 Jackson Street, Westminster, MD 21157",,818-555-4321,"thrift stores",39.6947255,-76.8619974
"Hirst Arts Fantasy Architecture","628 Orchard Lane, Burnsville, MN 55337",626-555-1234,,"shelters",44.753479,-93.32805589999998
"HisRoom","368 2nd Street East, Westmont, IL 60559",,818-555-4321,"employment",41.7942417,-87.9937549
"HLB Technology","638 Cardinal Drive, Tiffin, OH 44883",626-555-1234,,"housing help",41.1144992,-83.17797459999997
"Hockey Depot","246 Valley Road, Melrose, MA 02176",,818-555-4321,"social security",42.4428025,-71.01868150000001
"Hockey One","189 Spruce Street, Providence, RI 02904",626-555-1234,,"medicare",41.82458099999999,-71.43025560000001
"Holding Company","631 Church Street South, Elk River, MN 55330",626-555-1234,,"employment",45.1887486,-93.54747559999998
"Holiday Traditions","927 Atlantic Avenue, Auburn, NY 13021",,818-555-4321,"financial aid",42.9317335,-76.56605289999999
"Home Harvest","168 3rd Street, Medina, OH 44256",626-555-1234,,"thrift stores",41.0231695,-81.71566569999999
"Homegrown Hydroponics Inc.","601 Catherine Street, Stow, OH 44224",,818-555-4321,"social security",42.4160561,-71.51968929999998
"Hometex Products","908 Route 64, Warren, MI 48089",626-555-1234,,"social security",42.464947,-83.00390749999997
"Honey Baked Ham Company","635 Glenwood Avenue, Williamsport, PA 17701",,818-555-4321,"employment",41.2500338,-77.013849
"Hotline Watch Service","424 Forest Avenue, Waukesha, WI 53186",626-555-1234,,"housing help",43.027574,-88.15127689999997
"HotSpot","591 Creekside Drive, Munster, IN 46321",,818-555-4321,"financial aid",41.5644798,-87.51254119999999
"Hour Glass","227 Mill Street, New Windsor, NY 12553",626-555-1234,,"medicare",41.4917322,-74.02075109999998
"House of Wisconsin Cheese","334 Highland Avenue, Charlotte, NC 28205",,818-555-4321,"food stamps",35.1206265,-80.75275799999997
"How To Hydroponics","294 Green Street, Grand Island, NE 68801",626-555-1234,,"food stamps",40.8277493,-98.59993700000001
"Huy Fong Foods","392 Glenwood Drive, Hope Mills, NC 28348",626-555-1234,,"social security",34.9704419,-78.94530559999998
"Hydrotech","638 Main Street North, Pittsfield, MA 01201",,818-555-4321,"social security",42.4732359,-73.1625919
"HYP","475 Chestnut Street, Springboro, OH 45066",626-555-1234,,"financial aid",39.564703,-84.31214979999999
"F&M Enterprises","880 Forest Avenue, Cherry Hill, NJ 08003",,818-555-4321,"financial aid",39.9247151,-74.99637159999997
"Fabric Dot Com","69 Valley Road, Oconomowoc, WI 53066",626-555-1234,,"housing help",43.0775191,-88.48410760000002
"Factory Direct Lens","387 Spruce Street, Tullahoma, TN 37388",,818-555-4321,"employment",35.3560117,-86.2112568
"Falk Culinair","453 Mulberry Lane, Hamtramck, MI 48212",626-555-1234,,"funeral services",42.3433436,-83.08017029999996
"Falmouth Fish Market","73 Victoria Court, Port Saint Lucie, FL 34952",,818-555-4321,"food stamps",27.2932971,-80.28787940000001
"familymeds.com","223 Amherst Street, Mebane, NC 27302",626-555-1234,,"funeral services",36.0959715,-79.26696190000001
"Famous Footwear","434 Route 10, Buffalo, NY 14215",,818-555-4321,"financial aid",42.8948426,-78.8819954
"Famous Fossils","329 Fairview Avenue, Terre Haute, IN 47802",626-555-1234,,"financial aid",39.4952981,-87.43874440000002
"FansEdge","240 Lafayette Street, Cockeysville, MD 21030",,818-555-4321,"funeral services",39.4812172,-76.64385979999997
"FAO Schwarz","809 Depot Street, Valdosta, GA 31601",626-555-1234,,"funeral services",30.8327022,-83.27848510000001
"Far Away Foods","134 Willow Street, Mooresville, NC 28115",,818-555-4321,"social security",35.5809339,-80.83063149999998
"Fashion Bug","985 Lake Street, Atwater, CA 95301",626-555-1234,,"food stamps",37.3423642,-120.57872789999999
"Fencing Post","921 Madison Court, Owosso, MI 48867",,818-555-4321,"financial aid",42.83409839999999,-84.21800789999998
"Ferris","943 12th Street, Fairborn, OH 45324",626-555-1234,,"housing help",39.7815564,-84.08420130000002
"figleaves.com","421 Jefferson Street, Phoenix, AZ 85021",,818-555-4321,"shelters",33.44638,-112.06839739999998
"Filippo Donadoni","377 Spruce Avenue, Derby, KS 67037",626-555-1234,,"financial aid",37.543991,-97.24967629999998
"Fingerhut","79 Glenwood Avenue, Sebastian, FL 32958",,818-555-4321,"financial aid",27.9955387,-82.75665529999998
"Finish Line","873 Delaware Avenue, West Springfield, MA 01089",626-555-1234,,"financial aid",42.1217793,-72.52448329999999
"Finite Technologies Incorporated","624 Grove Avenue, Winter Garden, FL 34787",,818-555-4321,"food stamps",28.5712944,-81.58866030000002
"Fitness Discount Outlet","357 Broadway, Miami Gardens, FL 33056",626-555-1234,,"shelters",25.9974406,-80.17529390000004
"Fitness Factory Outlet","479 Edgewood Road, Latrobe, PA 15650",,818-555-4321,"employment",40.2887208,-79.3590936
"Fitness Outlet","137 Hudson Street, Parkville, MD 21234",626-555-1234,,"funeral services",41.7614777,-72.67700500000001
"Flagship Distributors","420 Orchard Avenue, Haines City, FL 33844",,818-555-4321,"thrift stores",28.0662262,-81.64585119999998
"Flora Pacifica Inc.","727 4th Avenue, Mc Lean, VA 22101",626-555-1234,,"social security",38.875807,-77.10624890000003
"FloridaOrange","689 Laurel Street, Hastings, MN 55033",,818-555-4321,"funeral services",44.7443293,-92.8513706
"Florsheim","904 Pleasant Street, Bolingbrook, IL 60440",626-555-1234,,"employment",41.7042899,-88.01659219999999
"Focus","483 3rd Street, Seattle, WA 98144",,818-555-4321,"shelters",47.60201379999999,-122.33073030000003
"Fomages","167 Evergreen Lane, Erlanger, KY 41018",626-555-1234,,"employment",38.9875681,-84.51969550000001
"Foot Locker","950 Sheffield Drive, Royal Oak, MI 48067",,818-555-4321,"thrift stores",42.5126461,-83.09616249999999
"FootSmart","212 Cedar Avenue, Minot, ND 58701",626-555-1234,,"employment",47.9236116,-100.37363779999998
"Form Systems","666 Belmont Avenue, Mesa, AZ 85203",,818-555-4321,"food stamps",33.4086099,-111.7732494
"Fort Shockley","289 7th Avenue, San Angelo, TX 76901",626-555-1234,,"employment",31.4731595,-100.43561420000003
"Fortunes of War Collectibles","404 Devon Court, Elkhart, IN 46514",,818-555-4321,"social security",41.7204299,-85.98153389999999
"Four Micks Rugby Shirt Club","46 Berkshire Drive, North Andover, MA 01845",626-555-1234,,"employment",42.4351799,-73.2435203
"Fragrancenet","455 4th Street West, Oshkosh, WI 54901",,818-555-4321,"food stamps",44.0140588,-88.54952379999997
"FramesDirect.com","940 Cedar Street, Parkville, MD 21234",626-555-1234,,"funeral services",39.4016663,-76.48218229999998
"Frederick's of Hollywood","767 Shady Lane, New Haven, CT 06511",,818-555-4321,"social security",41.2675954,-72.96940860000001
"Freemans","657 Cedar Avenue, Chattanooga, TN 37421",626-555-1234,,"medicare",34.9975702,-85.18777990000001
"FreshPair","626 Hawthorne Avenue, Elmont, NY 11003",,818-555-4321,"thrift stores",40.7326898,-73.70164110000002
"Fridgedoor.com","735 3rd Street West, Montgomery, AL 36109",626-555-1234,,"medicare",32.3740674,-86.35008419999997
"Friedman's Shoes","128 Broadway, Roanoke Rapids, NC 27870",,818-555-4321,"funeral services",36.1815503,-77.22404080000001
"Friendly Collar","600 Mill Street, Kingston, NY 12401",626-555-1234,,"employment",41.888463,-74.0452105
"FruitOfCourse","543 Laurel Street, Park Forest, IL 60466",,818-555-4321,"financial aid",41.48557650000001,-87.73129
"FS Discount Archery","813 Valley Drive, Valdosta, GA 31601",626-555-1234,,"housing help",30.8320304,-83.28163010000003
